# t 	 Sigma_L 	 Sigma_R 	 ILR 
5.797	3.8200000000000025	5.999999999999999	-1.3076880942057678
5.798	3.8200000000000025	5.999999999999999	-1.3071426299915034
5.799	3.8200000000000025	5.999999999999999	-1.3065950992301019
5.8	3.8200000000000025	5.999999999999999	-1.306045501921563
5.801	3.8200000000000025	5.999999999999999	-1.3054938380658874
5.8020000000000005	3.8200000000000025	5.999999999999999	-1.3049401076630744
5.803	3.8200000000000025	5.999999999999999	-1.304384310713124
5.804	3.8200000000000025	5.999999999999999	-1.3038264472160368
5.805	3.8200000000000025	5.999999999999999	-1.3032665171718125
5.806	3.8200000000000025	5.999999999999999	-1.3027045205804506
5.807	3.8200000000000025	5.999999999999999	-1.3021404574419515
5.808	3.8200000000000025	5.999999999999999	-1.3015743277563157
5.809	3.8200000000000025	5.999999999999999	-1.3010061315235426
5.8100000000000005	3.8200000000000025	5.999999999999999	-1.3004358687436328
5.811	3.8200000000000025	5.999999999999999	-1.2998635394165858
5.812	3.8200000000000025	5.999999999999999	-1.2992891435424008
5.813	3.8200000000000025	5.999999999999999	-1.2987126811210796
5.814	3.8200000000000025	5.999999999999999	-1.29813415215262
5.815	3.8200000000000025	5.999999999999999	-1.2975535566370247
5.816	3.8200000000000025	5.999999999999999	-1.2969708945742917
5.817	3.8200000000000025	5.999999999999999	-1.2963861659644207
5.8180000000000005	3.8200000000000025	5.999999999999999	-1.295799370807414
5.819	3.8200000000000025	5.999999999999999	-1.2952105091032693
5.82	3.8200000000000025	5.999999999999999	-1.2946195808519878
5.821	3.8200000000000025	5.999999999999999	-1.294026586053569
5.822	3.8200000000000025	5.999999999999999	-1.2934315247080135
5.823	3.8200000000000025	6.02	-1.3399436317444728
5.824	3.8200000000000025	6.02	-1.339413098906444
5.825	3.8200000000000025	6.02	-1.338880822538156
5.8260000000000005	3.8200000000000025	6.02	-1.3383468026396097
5.827	3.8200000000000025	6.02	-1.3378110392108036
5.828	3.8200000000000025	6.02	-1.3372735322517386
5.829	3.8200000000000025	6.02	-1.3367342817624148
5.83	3.8200000000000025	6.02	-1.3361932877428326
5.831	3.8200000000000025	6.02	-1.335650550192991
5.832	3.8200000000000025	6.02	-1.33510606911289
5.833	3.8200000000000025	6.02	-1.33455984450253
5.8340000000000005	3.8200000000000025	6.02	-1.3340118763619109
5.835	3.8200000000000025	6.02	-1.3334621646910338
5.836	3.8200000000000025	6.02	-1.3329107094898964
5.837	3.8200000000000025	6.02	-1.3323575107585004
5.838	3.8200000000000025	6.02	-1.3318025684968453
5.839	3.8200000000000025	6.02	-1.3312458827049323
5.84	3.8200000000000025	6.02	-1.330687453382759
5.841	3.8200000000000025	6.02	-1.3301272805303272
5.8420000000000005	3.8200000000000025	6.039999999999999	-1.2843946561550708
5.843	3.8200000000000025	6.039999999999999	-1.2838592449965818
5.844	3.8200000000000025	6.039999999999999	-1.2833217672909547
5.845	3.8200000000000025	6.039999999999999	-1.2827822230381907
5.846	3.8200000000000025	6.039999999999999	-1.28224061223829
5.847	3.8200000000000025	6.039999999999999	-1.2816969348912515
5.848	3.8200000000000025	6.039999999999999	-1.281151190997077
5.849	3.8200000000000025	6.039999999999999	-1.2806033805557642
5.8500000000000005	3.8200000000000025	6.039999999999999	-1.2800535035673148
5.851	3.8200000000000025	6.06	-1.3130220228676261
5.852	3.8200000000000025	6.06	-1.3124749694299596
5.853	3.8200000000000025	6.06	-1.3119255264282776
5.854	3.8200000000000025	6.06	-1.3113736938625806
5.855	3.8200000000000025	6.06	-1.3108194717328685
5.856	3.8200000000000025	6.06	-1.3102628600391417
5.857	3.8200000000000025	6.06	-1.3097038587813987
5.8580000000000005	3.8200000000000025	6.06	-1.3091424679596406
5.859	3.8200000000000025	6.06	-1.3085786875738676
5.86	3.8200000000000025	6.06	-1.308012517624079
5.861	3.8200000000000025	6.06	-1.3074439581102748
5.862	3.8200000000000025	6.06	-1.3068730090324556
5.863	3.8200000000000025	6.06	-1.3062996703906216
5.864	3.8400000000000025	6.06	-1.25733944566511
5.865	3.8400000000000025	6.06	-1.256807479477107
5.8660000000000005	3.8400000000000025	6.06	-1.2562728007082091
5.867	3.8400000000000025	6.06	-1.255735409358419
5.868	3.8400000000000025	6.06	-1.2551953054277354
5.869	3.8400000000000025	6.079999999999999	-1.2578286514535724
5.87	3.8400000000000025	6.079999999999999	-1.2571708736160696
5.871	3.8400000000000025	6.079999999999999	-1.2565100601807966
5.872	3.8400000000000025	6.079999999999999	-1.2558462111477513
5.873	3.8400000000000025	6.1	-1.1593280998664024
5.8740000000000006	3.8400000000000025	6.1	-1.1589347667285486
5.875	3.8400000000000025	6.1	-1.1585380749760454
5.876	3.8400000000000025	6.1	-1.1581380246088926
5.877	3.8600000000000025	6.1	-1.1773450097405924
5.878	3.8600000000000025	6.1	-1.1770120727729392
5.8790000000000004	3.8600000000000025	6.1	-1.1766761002075137
5.88	3.8600000000000025	6.1	-1.1763370920443172
5.881	3.8600000000000025	6.1	-1.175995048283349
5.882000000000001	3.8600000000000025	6.1	-1.1756499689246096
5.883	3.8600000000000025	6.1	-1.1753018539680982
5.884	3.8600000000000025	6.1	-1.174950703413815
5.885	3.8600000000000025	6.1	-1.1745965172617605
5.886	3.8600000000000025	6.1	-1.1742392955119345
5.8870000000000005	3.8600000000000025	6.1	-1.1738790381643371
5.888	3.8600000000000025	6.1	-1.1735157452189677
5.889	3.8600000000000025	6.1	-1.1731494166758265
5.89	3.8600000000000025	6.1	-1.1727800525349148
5.891	3.8600000000000025	6.1	-1.1724076527962306
5.892	3.8600000000000025	6.12	-1.129309270989238
5.893	3.8600000000000025	6.12	-1.1289299804770279
5.894	3.8600000000000025	6.12	-1.128547977383924
5.8950000000000005	3.8600000000000025	6.12	-1.1281632617099269
5.896	3.8600000000000025	6.12	-1.1277758334550365
5.897	3.8600000000000025	6.12	-1.1273856926192518
5.898	3.8600000000000025	6.12	-1.1269928392025743
5.899	3.8600000000000025	6.12	-1.1265972732050034
5.9	3.8600000000000025	6.14	-1.131003334069199
5.901	3.8600000000000025	6.14	-1.130736773179561
5.902	3.8600000000000025	6.14	-1.1304678227259075
5.9030000000000005	3.8800000000000026	6.14	-1.0935924894308777
5.904	3.8800000000000026	6.14	-1.0935252537306341
5.905	3.8800000000000026	6.14	-1.093455305449497
5.906	3.8800000000000026	6.14	-1.093382644587466
5.907	3.8800000000000026	6.14	-1.0933072711445422
5.908	3.8800000000000026	6.14	-1.0932291851207243
5.909	3.9000000000000026	6.14	-1.1215662254539196
5.91	3.9000000000000026	6.14	-1.1215994708222514
5.9110000000000005	3.9000000000000026	6.14	-1.1216296805928119
5.912	3.9000000000000026	6.14	-1.1216568547656
5.913	3.9000000000000026	6.14	-1.1216809933406169
5.914	3.9000000000000026	6.14	-1.1217020963178619
5.915	3.9000000000000026	6.14	-1.121720163697336
5.916	3.9000000000000026	6.14	-1.1217351954790382
5.917	3.9000000000000026	6.14	-1.121747191662969
5.918	3.9000000000000026	6.14	-1.1217561522491277
5.9190000000000005	3.9000000000000026	6.14	-1.1217620772375152
5.92	3.9000000000000026	6.16	-1.195432575946627
5.921	3.9000000000000026	6.16	-1.1957278963214781
5.922	3.9000000000000026	6.16	-1.1960205041154353
5.923	3.9000000000000026	6.16	-1.1963103993284994
5.924	3.9000000000000026	6.16	-1.1965975819606698
5.925	3.9000000000000026	6.16	-1.1968820520119463
5.926	3.9000000000000026	6.16	-1.1971638094823307
5.9270000000000005	3.9000000000000026	6.16	-1.1974428543718212
5.928	3.9000000000000026	6.16	-1.1977191866804178
5.929	3.9000000000000026	6.16	-1.1979928064081218
5.93	3.9000000000000026	6.16	-1.1982637135549319
5.931	3.9000000000000026	6.16	-1.1985319081208479
5.932	3.9000000000000026	6.16	-1.198797390105871
5.933	3.9000000000000026	6.16	-1.1990601595100014
5.934	3.9000000000000026	6.16	-1.1993202163332373
5.9350000000000005	3.9000000000000026	6.16	-1.1995775605755805
5.936	3.9000000000000026	6.16	-1.1998321922370299
5.937	3.9000000000000026	6.16	-1.2000841113175862
5.938	3.9200000000000026	6.16	-1.1567556128943872
5.939	3.9200000000000026	6.16	-1.1570031037548174
5.94	3.9200000000000026	6.16	-1.1572482050512323
5.941	3.9200000000000026	6.16	-1.1574909167836327
5.942	3.940000000000002	6.16	-1.2325881470709967
5.9430000000000005	3.940000000000002	6.16	-1.2327456095461875
5.944	3.940000000000002	6.16	-1.232901005474241
5.945	3.940000000000002	6.16	-1.233054334855158
5.946	3.940000000000002	6.16	-1.233205597688937
5.947	3.940000000000002	6.16	-1.2333547939755791
5.948	3.940000000000002	6.16	-1.2335019237150848
5.949	3.940000000000002	6.16	-1.2336469869074524
5.95	3.940000000000002	6.16	-1.233789983552683
5.9510000000000005	3.940000000000002	6.16	-1.233930913650777
5.952	3.940000000000002	6.16	-1.2340697772017335
5.953	3.940000000000002	6.16	-1.2342065742055524
5.954	3.940000000000002	6.16	-1.2343413046622354
5.955	3.940000000000002	6.16	-1.23447396857178
5.956	3.940000000000002	6.16	-1.234604565934188
5.957	3.940000000000002	6.16	-1.234733096749459
5.958	3.960000000000002	6.16	-1.2712181149560253
5.9590000000000005	3.960000000000002	6.16	-1.2714877995233966
5.96	3.960000000000002	6.16	-1.2717557405605096
5.961	3.960000000000002	6.16	-1.272021938067363
5.962	3.960000000000002	6.16	-1.272286392043957
5.963	3.960000000000002	6.16	-1.2725491024902928
5.964	3.960000000000002	6.16	-1.2728100694063698
5.965	3.960000000000002	6.16	-1.2730692927921867
5.966	3.960000000000002	6.16	-1.273326772647745
5.9670000000000005	3.960000000000002	6.16	-1.2735825089730446
5.968	3.960000000000002	6.16	-1.2738365017680848
5.969	3.960000000000002	6.16	-1.274088751032866
5.97	3.960000000000002	6.16	-1.274339256767389
5.971	3.960000000000002	6.16	-1.2745880189716519
5.972	3.960000000000002	6.16	-1.2748350376456563
5.973	3.960000000000002	6.16	-1.2750803127894017
5.974	3.960000000000002	6.16	-1.2753238444028887
5.9750000000000005	3.960000000000002	6.16	-1.2755656324861158
5.976	3.960000000000002	6.16	-1.2758056770390842
5.977	3.960000000000002	6.16	-1.276043978061794
5.978	3.960000000000002	6.16	-1.2762805355542441
5.979	3.960000000000002	6.16	-1.276515349516436
5.98	3.960000000000002	6.16	-1.2767484199483674
5.981	3.960000000000002	6.16	-1.2769797468500412
5.982	3.960000000000002	6.16	-1.2772093302214556
5.9830000000000005	3.960000000000002	6.16	-1.2774371700626117
5.984	3.960000000000002	6.16	-1.2776632663735075
5.985	3.960000000000002	6.16	-1.2778876191541453
5.986	3.960000000000002	6.16	-1.278110228404523
5.987	3.960000000000002	6.16	-1.2783310941246429
5.988	3.960000000000002	6.16	-1.2785502163145028
5.989	3.960000000000002	6.16	-1.2787675949741049
5.99	3.960000000000002	6.16	-1.2789832301034467
5.9910000000000005	3.960000000000002	6.16	-1.27919712170253
5.992	3.960000000000002	6.16	-1.2794092697713546
5.993	3.960000000000002	6.16	-1.2796196743099197
5.994	3.960000000000002	6.16	-1.279828335318226
5.995	3.960000000000002	6.16	-1.280035252796274
5.996	3.960000000000002	6.16	-1.2802404267440621
5.997	3.960000000000002	6.16	-1.280443857161592
5.998	3.980000000000002	6.16	-1.283066487027949
5.9990000000000006	3.980000000000002	6.16	-1.2832952991081616
6.0	3.980000000000002	6.16	-1.283522044641236
6.001	3.980000000000002	6.16	-1.2837467236271745
6.002	3.980000000000002	6.16	-1.2839693360659759
6.003	3.980000000000002	6.16	-1.284189881957639
6.0040000000000004	3.980000000000002	6.16	-1.2844083613021664
6.005	3.980000000000002	6.16	-1.2846247740995551
6.006	3.980000000000002	6.16	-1.2848391203498069
6.007000000000001	3.980000000000002	6.16	-1.2850514000529223
6.008	3.980000000000002	6.16	-1.2852616132089
6.009	3.980000000000002	6.16	-1.2854697598177411
6.01	4.000000000000002	6.18	-1.2467427250484897
6.011	4.000000000000002	6.18	-1.24716609004088
6.0120000000000005	4.000000000000002	6.18	-1.2475867424523752
6.013	4.000000000000002	6.18	-1.2480046822829778
6.014	4.000000000000002	6.18	-1.2484199095326876
6.015000000000001	4.000000000000002	6.18	-1.248832424201503
6.016	4.000000000000002	6.18	-1.2492422262894252
6.017	4.000000000000002	6.18	-1.2496493157964539
6.018	4.000000000000002	6.18	-1.2500536927225894
6.019	4.000000000000002	6.18	-1.250455357067831
6.0200000000000005	4.000000000000002	6.18	-1.25085430883218
6.021	4.000000000000002	6.18	-1.251250548015635
6.022	4.000000000000002	6.18	-1.2516440746181967
6.023	4.000000000000002	6.18	-1.2520348886398651
6.024	4.000000000000002	6.18	-1.2524229900806398
6.025	4.000000000000002	6.18	-1.2528083789405213
6.026	4.000000000000002	6.18	-1.2531910552195094
6.027	4.000000000000002	6.18	-1.2535710189176041
6.0280000000000005	4.000000000000002	6.18	-1.2539482700348048
6.029	4.000000000000002	6.18	-1.2543228085711131
6.03	4.000000000000002	6.18	-1.254694634526527
6.031	4.000000000000002	6.18	-1.2550637479010482
6.032	4.000000000000002	6.18	-1.255430148694676
6.033	4.020000000000002	6.18	-1.2904737921966833
6.034	4.020000000000002	6.18	-1.2908108428720244
6.035	4.020000000000002	6.18	-1.291144857949593
6.0360000000000005	4.020000000000002	6.18	-1.2914758374293906
6.037	4.020000000000002	6.18	-1.2918037813114158
6.038	4.020000000000002	6.18	-1.29212868959567
6.039	4.020000000000002	6.18	-1.2924505622821527
6.04	4.020000000000002	6.18	-1.2927693993708633
6.041	4.020000000000002	6.18	-1.293085200861803
6.042	4.020000000000002	6.18	-1.2933979667549704
6.043	4.020000000000002	6.18	-1.293707697050367
6.0440000000000005	4.020000000000002	6.18	-1.2940143917479914
6.045	4.020000000000002	6.18	-1.294318050847845
6.046	4.020000000000002	6.18	-1.2946186743499262
6.047	4.020000000000002	6.18	-1.2949162622542365
6.048	4.020000000000002	6.18	-1.2952108145607746
6.049	4.020000000000002	6.18	-1.295502331269541
6.05	4.020000000000002	6.18	-1.2957908123805364
6.051	4.020000000000002	6.199999999999999	-1.3726296592566667
6.0520000000000005	4.020000000000002	6.199999999999999	-1.372708496894497
6.053	4.020000000000002	6.199999999999999	-1.3727839759176774
6.054	4.020000000000002	6.199999999999999	-1.372856096326209
6.055	4.020000000000002	6.199999999999999	-1.3729248581200897
6.056	4.020000000000002	6.199999999999999	-1.3729902612993214
6.057	4.020000000000002	6.199999999999999	-1.373052305863903
6.058	4.020000000000002	6.199999999999999	-1.3731109918138356
6.059	4.020000000000002	6.199999999999999	-1.3731663191491186
6.0600000000000005	4.020000000000002	6.199999999999999	-1.3732182878697516
6.061	4.020000000000002	6.199999999999999	-1.3732668979757332
6.062	4.020000000000002	6.199999999999999	-1.3733121494670673
6.063	4.020000000000002	6.199999999999999	-1.3733540423437507
6.064	4.020000000000002	6.199999999999999	-1.3733925766057844
6.065	4.040000000000002	6.199999999999999	-1.3701353579808055
6.066	4.040000000000002	6.199999999999999	-1.3700163010621271
6.067	4.040000000000002	6.199999999999999	-1.3698942085456771
6.0680000000000005	4.040000000000002	6.199999999999999	-1.3697690804314553
6.069	4.040000000000002	6.199999999999999	-1.3696409167194628
6.07	4.040000000000002	6.199999999999999	-1.3695097174096977
6.071	4.040000000000002	6.199999999999999	-1.3693754825021613
6.072	4.060000000000002	6.199999999999999	-1.3721782283814228
6.073	4.060000000000002	6.199999999999999	-1.3721614937509818
6.074	4.060000000000002	6.199999999999999	-1.372141400505891
6.075	4.060000000000002	6.199999999999999	-1.37211794864615
6.0760000000000005	4.060000000000002	6.199999999999999	-1.3720911381717602
6.077	4.060000000000002	6.199999999999999	-1.37206096908272
6.078	4.060000000000002	6.199999999999999	-1.3720274413790308
6.079	4.080000000000002	6.199999999999999	-1.359736362410228
6.08	4.080000000000002	6.199999999999999	-1.3596840330506474
6.081	4.080000000000002	6.199999999999999	-1.3596280220595383
6.082	4.080000000000002	6.199999999999999	-1.3595683294369019
6.083	4.080000000000002	6.199999999999999	-1.3595049551827374
6.0840000000000005	4.080000000000002	6.199999999999999	-1.3594378992970448
6.085	4.080000000000002	6.199999999999999	-1.3593671617798246
6.086	4.080000000000002	6.199999999999999	-1.359292742631077
6.087	4.080000000000002	6.199999999999999	-1.3592146418508004
6.088	4.080000000000002	6.199999999999999	-1.3591328594389966
6.089	4.080000000000002	6.199999999999999	-1.3590473953956652
6.09	4.080000000000002	6.199999999999999	-1.3589582497208061
6.091	4.080000000000002	6.199999999999999	-1.3588654224144183
6.0920000000000005	4.080000000000002	6.199999999999999	-1.3587689134765033
6.093	4.080000000000002	6.22	-1.3929135483463007
6.094	4.080000000000002	6.22	-1.3928195176687646
6.095	4.080000000000002	6.22	-1.3927214823428233
6.096	4.080000000000002	6.22	-1.3926194423684743
6.097	4.080000000000002	6.22	-1.3925133977457205
6.098	4.080000000000002	6.22	-1.39240334847456
6.099	4.080000000000002	6.22	-1.3922892945549936
6.1000000000000005	4.080000000000002	6.22	-1.3921712359870217
6.101	4.080000000000002	6.22	-1.392049172770643
6.102	4.080000000000002	6.22	-1.3919231049058596
6.103	4.080000000000002	6.22	-1.3917930323926697
6.104	4.080000000000002	6.22	-1.3916589552310734
6.105	4.080000000000002	6.22	-1.3915208734210702
6.106	4.080000000000002	6.24	-1.3806069690424367
6.107	4.080000000000002	6.24	-1.380525129856316
6.1080000000000005	4.080000000000002	6.24	-1.3804396090386681
6.109	4.080000000000002	6.24	-1.3803504065894923
6.11	4.080000000000002	6.24	-1.3802575225087887
6.111	4.080000000000002	6.24	-1.3801609567965565
6.112	4.080000000000002	6.24	-1.380060709452797
6.113	4.080000000000002	6.24	-1.3799567804775097
6.114	4.100000000000002	6.24	-1.3814995241097516
6.115	4.100000000000002	6.24	-1.381306840826811
6.1160000000000005	4.100000000000002	6.24	-1.381110152895465
6.117	4.100000000000002	6.24	-1.3809094603157122
6.118	4.100000000000002	6.260000000000001	-1.389298199621172
6.119	4.100000000000002	6.260000000000001	-1.3891195069786142
6.12	4.100000000000002	6.260000000000001	-1.3889364866707712
6.121	4.100000000000002	6.260000000000001	-1.3887491386976454
6.122	4.100000000000002	6.260000000000001	-1.388557463059235
6.123	4.100000000000002	6.260000000000001	-1.3883614597555403
6.1240000000000006	4.120000000000002	6.260000000000001	-1.3653382321507133
6.125	4.120000000000002	6.260000000000001	-1.3652221822754675
6.126	4.120000000000002	6.280000000000001	-1.3361873173447054
6.127	4.120000000000002	6.280000000000001	-1.3361855601000432
6.128	4.120000000000002	6.280000000000001	-1.3361794751900964
6.1290000000000004	4.120000000000002	6.280000000000001	-1.3361690626148655
6.13	4.120000000000002	6.280000000000001	-1.3361543223743513
6.131	4.120000000000002	6.280000000000001	-1.336135254468552
6.132000000000001	4.120000000000002	6.280000000000001	-1.336111858897469
6.133	4.120000000000002	6.280000000000001	-1.336084135661102
6.134	4.120000000000002	6.280000000000001	-1.3360520847594497
6.135	4.120000000000002	6.280000000000001	-1.3360157061925144
6.136	4.120000000000002	6.280000000000001	-1.3359749999602948
6.1370000000000005	4.120000000000002	6.280000000000001	-1.3359299660627912
6.138	4.120000000000002	6.280000000000001	-1.3358806045000036
6.139	4.120000000000002	6.280000000000001	-1.3358269152719306
6.140000000000001	4.120000000000002	6.280000000000001	-1.3357688983785752
6.141	4.120000000000002	6.280000000000001	-1.3357065538199344
6.142	4.120000000000002	6.280000000000001	-1.3356398815960102
6.143	4.120000000000002	6.300000000000001	-1.3042814476573092
6.144	4.120000000000002	6.300000000000001	-1.3040860772828708
6.1450000000000005	4.120000000000002	6.300000000000001	-1.3038867022600271
6.146	4.120000000000002	6.32	-1.3466065685816895
6.147	4.140000000000002	6.32	-1.3564506505386205
6.148	4.140000000000002	6.32	-1.3561084504598828
6.149	4.140000000000002	6.32	-1.355762245732739
6.15	4.140000000000002	6.34	-1.3655419224547143
6.151	4.140000000000002	6.34	-1.3651801569136401
6.152	4.140000000000002	6.34	-1.364814709741038
6.1530000000000005	4.140000000000002	6.34	-1.3644455809369085
6.154	4.140000000000002	6.34	-1.3640727705012499
6.155	4.140000000000002	6.34	-1.3636962784340645
6.156	4.140000000000002	6.34	-1.3633161047353504
6.157	4.140000000000002	6.34	-1.3629322494051097
6.158	4.140000000000002	6.359999999999999	-1.3626326355513683
6.159	4.140000000000002	6.359999999999999	-1.3622769039204123
6.16	4.140000000000002	6.359999999999999	-1.361917813674806
6.1610000000000005	4.140000000000002	6.359999999999999	-1.3615553648145509
6.162	4.140000000000002	6.359999999999999	-1.3611895573396455
6.163	4.140000000000002	6.359999999999999	-1.3608203912500907
6.164	4.140000000000002	6.359999999999999	-1.3604478665458863
6.165	4.140000000000002	6.359999999999999	-1.360071983227031
6.166	4.140000000000002	6.359999999999999	-1.3596927412935276
6.167	4.140000000000002	6.359999999999999	-1.3593101407453734
6.168	4.180000000000002	6.359999999999999	-1.4096571800526314
6.1690000000000005	4.180000000000002	6.359999999999999	-1.4095014748526427
6.17	4.180000000000002	6.359999999999999	-1.4093424110380044
6.171	4.180000000000002	6.359999999999999	-1.4091799886087153
6.172	4.180000000000002	6.359999999999999	-1.4090142075647771
6.173	4.180000000000002	6.359999999999999	-1.4088450679061901
6.174	4.180000000000002	6.359999999999999	-1.4086725696329523
6.175	4.180000000000002	6.359999999999999	-1.408496712745065
6.176	4.180000000000002	6.359999999999999	-1.408317497242529
6.1770000000000005	4.180000000000002	6.359999999999999	-1.4081349231253422
6.178	4.180000000000002	6.359999999999999	-1.407948990393506
6.179	4.180000000000002	6.359999999999999	-1.4077596990470203
6.18	4.180000000000002	6.359999999999999	-1.4075670490858847
6.181	4.180000000000002	6.359999999999999	-1.4073710405100988
6.182	4.180000000000002	6.359999999999999	-1.4071716733196649
6.183	4.180000000000002	6.359999999999999	-1.406968947514579
6.184	4.200000000000002	6.359999999999999	-1.413081637357194
6.1850000000000005	4.200000000000002	6.359999999999999	-1.412999629122132
6.186	4.200000000000002	6.359999999999999	-1.4129145852892995
6.187	4.200000000000002	6.359999999999999	-1.4128265058586944
6.188	4.200000000000002	6.359999999999999	-1.4127353908303186
6.189	4.200000000000002	6.359999999999999	-1.4126412402041706
6.19	4.200000000000002	6.359999999999999	-1.4125440539802518
6.191	4.200000000000002	6.38	-1.455112489464536
6.192	4.200000000000002	6.38	-1.455050964380266
6.1930000000000005	4.200000000000002	6.38	-1.4549860806813457
6.194	4.200000000000002	6.38	-1.4549178383677754
6.195	4.200000000000002	6.38	-1.4548462374395568
6.196	4.220000000000002	6.38	-1.4657645934868733
6.197	4.220000000000002	6.38	-1.465623661990209
6.198	4.220000000000002	6.38	-1.4654796948957736
6.199	4.220000000000002	6.38	-1.4653326922035657
6.2	4.220000000000002	6.38	-1.4651826539135882
6.2010000000000005	4.220000000000002	6.38	-1.4650295800258373
6.202	4.220000000000002	6.38	-1.4648734705403152
6.203	4.240000000000002	6.38	-1.5010768849263678
6.204	4.240000000000002	6.38	-1.5009615976187491
6.205	4.240000000000002	6.38	-1.500843597730238
6.206	4.240000000000002	6.38	-1.5007228852608319
6.207	4.240000000000002	6.38	-1.5005994602105337
6.208	4.240000000000002	6.38	-1.500473322579341
6.2090000000000005	4.240000000000002	6.38	-1.500344472367255
6.21	4.240000000000002	6.38	-1.5002129095742769
6.211	4.240000000000002	6.38	-1.5000786342004047
6.212	4.240000000000002	6.4	-1.546099135317556
6.213	4.240000000000002	6.4	-1.5459410256329011
6.214	4.240000000000002	6.4	-1.5457805263842306
6.215	4.240000000000002	6.4	-1.5456176375715454
6.216	4.240000000000002	6.4	-1.5454523591948448
6.2170000000000005	4.240000000000002	6.4	-1.5452846912541292
6.218	4.240000000000002	6.4	-1.5451146337493975
6.219	4.240000000000002	6.42	-1.5854935093380447
6.22	4.240000000000002	6.42	-1.5853572509654799
6.221	4.240000000000002	6.42	-1.585218926045778
6.222	4.240000000000002	6.42	-1.585078534578939
6.223	4.240000000000002	6.42	-1.5849360765649632
6.224	4.240000000000002	6.42	-1.5847915520038507
6.2250000000000005	4.240000000000002	6.42	-1.5846449608956001
6.226	4.240000000000002	6.42	-1.5844963032402128
6.227	4.240000000000002	6.42	-1.5843455790376884
6.228	4.240000000000002	6.42	-1.584192788288026
6.229	4.240000000000002	6.42	-1.5840379309912282
6.23	4.240000000000002	6.42	-1.5838810071472915
6.231	4.240000000000002	6.42	-1.5837220167562185
6.232	4.240000000000002	6.42	-1.583560959818008
6.2330000000000005	4.240000000000002	6.42	-1.5833978363326606
6.234	4.240000000000002	6.42	-1.5832326463001762
6.235	4.240000000000002	6.42	-1.583065389720555
6.236	4.240000000000002	6.42	-1.582896066593795
6.237	4.240000000000002	6.42	-1.5827246769198995
6.238	4.240000000000002	6.42	-1.5825512206988666
6.239	4.240000000000002	6.42	-1.5823756979306955
6.24	4.240000000000002	6.42	-1.582198108615389
6.2410000000000005	4.240000000000002	6.42	-1.5820184527529442
6.242	4.240000000000002	6.42	-1.5818367303433627
6.243	4.240000000000002	6.42	-1.581652941386644
6.244	4.240000000000002	6.42	-1.5814670858827875
6.245	4.240000000000002	6.42	-1.5812791638317942
6.246	4.240000000000002	6.42	-1.5810891752336638
6.247	4.240000000000002	6.42	-1.5808971200883972
6.248	4.240000000000002	6.42	-1.5807029983959922
6.2490000000000006	4.240000000000002	6.42	-1.5805068101564508
6.25	4.240000000000002	6.42	-1.5803085553697709
6.251	4.240000000000002	6.42	-1.580108234035956
6.252	4.240000000000002	6.42	-1.5799058461550026
6.253	4.240000000000002	6.42	-1.5797013917269118
6.2540000000000004	4.240000000000002	6.42	-1.579494870751684
6.255	4.240000000000002	6.4399999999999995	-1.569357205404922
6.256	4.240000000000002	6.4399999999999995	-1.5693502092866554
6.257000000000001	4.260000000000002	6.4399999999999995	-1.5597142727308024
6.258	4.260000000000002	6.4399999999999995	-1.5596365416688684
6.259	4.260000000000002	6.4399999999999995	-1.5595567440597984
6.26	4.260000000000002	6.4399999999999995	-1.5594748799035902
6.261	4.260000000000002	6.4399999999999995	-1.5593909492002458
6.2620000000000005	4.260000000000002	6.4399999999999995	-1.5593049519497633
6.263	4.260000000000002	6.4399999999999995	-1.5592168881521442
6.264	4.260000000000002	6.4399999999999995	-1.5591267578073882
6.265000000000001	4.260000000000002	6.4399999999999995	-1.5590345609154947
6.266	4.260000000000002	6.4399999999999995	-1.5589402974764646
6.267	4.260000000000002	6.4399999999999995	-1.5588439674902965
6.268	4.260000000000002	6.4399999999999995	-1.558745570956991
6.269	4.260000000000002	6.4399999999999995	-1.55864510787655
6.2700000000000005	4.260000000000002	6.4399999999999995	-1.5585425782489704
6.271	4.260000000000002	6.4399999999999995	-1.5584379820742538
6.272	4.260000000000002	6.4399999999999995	-1.5583313193524007
6.273	4.260000000000002	6.4399999999999995	-1.5582225900834101
6.274	4.260000000000002	6.4399999999999995	-1.558111794267282
6.275	4.260000000000002	6.4399999999999995	-1.557998931904017
6.276	4.260000000000002	6.4399999999999995	-1.5578840029936154
6.277	4.260000000000002	6.4399999999999995	-1.5577670075360766
6.2780000000000005	4.260000000000002	6.4399999999999995	-1.5576479455314003
6.279	4.260000000000002	6.4399999999999995	-1.5575268169795862
6.28	4.260000000000002	6.4399999999999995	-1.5574036218806364
6.281	4.260000000000002	6.4399999999999995	-1.5572783602345486
6.282	4.260000000000002	6.4399999999999995	-1.5571510320413235
6.283	4.260000000000002	6.4399999999999995	-1.5570216373009613
6.284	4.260000000000002	6.4399999999999995	-1.5568901760134621
6.285	4.260000000000002	6.4399999999999995	-1.5567566481788258
6.2860000000000005	4.280000000000002	6.4399999999999995	-1.606366267869921
6.287	4.280000000000002	6.4399999999999995	-1.6063437604586759
6.288	4.280000000000002	6.4399999999999995	-1.606318863483415
6.289	4.280000000000002	6.4399999999999995	-1.6062915769441388
6.29	4.280000000000002	6.4399999999999995	-1.6062619008408476
